add-m,12,100,2400,474705,197,0
add-s,12,100,2400,1158057,482,0
add-c,12,100,2400,1788277,745,0
add-m,12,1000,24000,3703757,154,0
add-s,12,1000,24000,7254052,302,0
add-c,12,1000,24000,3702483,154,0
add-m,12,10000,240000,27664145,115,0
add-s,12,10000,240000,57708513,240,0
add-c,12,10000,240000,32394272,134,0
add-m,12,100000,2400000,237908434,99,0
add-s,12,100000,2400000,429106446,178,0
add-c,12,100000,2400000,306642306,127,0
add-yield-m,1,1,2,150352,75176,0
add-yield-s,1,1,2,125932,62966,0
add-yield-c,1,1,2,139026,69513,0
add-yield-m,1,10,20,131264,6563,0
add-yield-s,1,10,20,157839,7891,0
add-yield-c,1,10,20,156796,7839,0
add-yield-m,1,100,200,325296,1626,0
add-yield-s,1,100,200,366530,1832,0
add-yield-c,1,100,200,339563,1697,0
add-yield-m,1,1000,2000,1794729,897,0
add-yield-s,1,1000,2000,1822555,911,0
add-yield-c,1,1000,2000,1825901,912,0
add-yield-m,1,10000,20000,14983241,749,0
add-yield-s,1,10000,20000,11688479,584,0
add-yield-c,1,10000,20000,12602095,630,0
add-yield-m,1,100000,200000,101175686,505,0
add-yield-s,1,100000,200000,102392626,511,0
add-yield-c,1,100000,200000,99270733,496,0
add-yield-m,2,1,4,181467,45366,0
add-yield-s,2,1,4,187051,46762,0
add-yield-c,2,1,4,146749,36687,0
add-yield-m,2,10,40,162438,4060,0
add-yield-s,2,10,40,198202,4955,0
add-yield-c,2,10,40,167887,4197,0
add-yield-m,2,100,400,793850,1984,0
add-yield-s,2,100,400,501175,1252,0
add-yield-c,2,100,400,476262,1190,0
add-yield-m,2,1000,4000,6870100,1717,0
add-yield-s,2,1000,4000,3745248,936,0
add-yield-c,2,1000,4000,3638981,909,0
add-yield-m,2,10000,40000,59723018,1493,0
add-yield-s,2,10000,40000,27075169,676,0
add-yield-c,2,10000,40000,22527769,563,0
add-yield-m,2,100000,400000,590810676,1477,0
add-yield-s,2,100000,400000,228146010,570,0
add-yield-c,2,100000,400000,219626113,549,0
add-yield-m,4,1,8,194952,24369,0
add-yield-s,4,1,8,185321,23165,0
add-yield-c,4,1,8,176691,22086,0
add-yield-m,4,10,80,270070,3375,0
add-yield-s,4,10,80,298622,3732,0
add-yield-c,4,10,80,216571,2707,0
add-yield-m,4,100,800,1602555,2003,0
add-yield-s,4,100,800,907895,1134,0
add-yield-c,4,100,800,910314,1137,0
add-yield-m,4,1000,8000,14341828,1792,0
add-yield-s,4,1000,8000,7691665,961,0
add-yield-c,4,1000,8000,7858665,982,0
add-yield-m,4,10000,80000,143903777,1798,0
add-yield-s,4,10000,80000,51073533,638,0
add-yield-c,4,10000,80000,46187521,577,0
add-yield-m,4,100000,800000,1442005192,1802,0
add-yield-s,4,100000,800000,493696818,617,0
add-yield-c,4,100000,800000,462182003,577,0
add-yield-m,8,1,16,662947,41434,0
add-yield-s,8,1,16,308988,19311,0
add-yield-c,8,1,16,418449,26153,0
add-yield-m,8,10,160,382519,2390,0
add-yield-s,8,10,160,326245,2039,0
add-yield-c,8,10,160,386629,2416,0
add-yield-m,8,100,1600,3819280,2387,0
add-yield-s,8,100,1600,1805559,1128,0
add-yield-c,8,100,1600,1715593,1072,0
add-yield-m,8,1000,16000,38548824,2409,0
add-yield-s,8,1000,16000,11926191,745,0
add-yield-c,8,1000,16000,11889469,743,0
add-yield-m,8,10000,160000,301150628,1882,0
add-yield-s,8,10000,160000,102996166,643,0
add-yield-c,8,10000,160000,106925152,668,0
add-yield-m,8,100000,1600000,2509580076,1568,0
add-yield-s,8,100000,1600000,1003366676,627,0
add-yield-c,8,100000,1600000,1106462261,691,0
add-yield-m,12,1,24,427308,17804,0
add-yield-s,12,1,24,609137,25380,0
add-yield-c,12,1,24,451421,18809,0
add-yield-m,12,10,240,624780,2603,0
add-yield-s,12,10,240,536152,2233,0
add-yield-c,12,10,240,496281,2067,0
add-yield-m,12,100,2400,5915892,2464,0
add-yield-s,12,100,2400,2970578,1237,0
add-yield-c,12,100,2400,3255641,1356,0
add-yield-m,12,1000,24000,60865983,2536,0
add-yield-s,12,1000,24000,21396739,891,0
add-yield-c,12,1000,24000,17851914,743,0
add-yield-m,12,10000,240000,480395207,2001,0
add-yield-s,12,10000,240000,172565221,719,0
add-yield-c,12,10000,240000,165608733,690,0
add-yield-m,12,100000,2400000,6127247652,2553,0
add-yield-s,12,100000,2400000,1600038238,666,0
add-yield-c,12,100000,2400000,1652274117,688,0
